Id,NeighbourHood,Area,FloorLevel,Rooms,Age,Parking,StoreRoom,Elevator,Balcony,TotalFloors,DocumentType,Equipments,Facade,PricePerMeter,TotalPrice
7631,حكیمیه خ پیام,125,6,3,4,1,1,1,1,6,شخصي,"کولر,آسانسور,پکیج,گاز",ترکیبی,69000000,8625000000
7632,انقلاب خ ابوریحان,120,2,3,11,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,54000000,6480000000
7633,تهران پارس بلوار پروین بین 133و135,55,4,1,18,0,1,0,0,4,شخصي,"کولر,گاز",سنگ,44540000,2450000000
7634,تهرانپارس خ استخر,112,3,2,30,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,53570000,6000000000
7635,جشنواره خ زهدی,75,1,2,30,0,1,0,0,3,شخصي,"کولر,گاز",سنگ,38000000,2850000000
7636,هنگام شمیران نو,75,-1,1,14,0,1,0,0,4,قولنامه اي,"کولر,گاز",سنگ,20660000,1550000000
7637,هفت تیر خ بهار شمالی,115,2,3,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,78260000,9000000000
7638,یوسف آباد خ اسد آبادی,98,4,2,5,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,102040000,10000000000
7639,گلبرگ غربی خ نوروزی فرد شمالی,47,4,1,6,0,1,1,1,4,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,58000000,2726000000
7640,ظفر خ مطهری شمالی,143,2,3,0,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,140000000,20020000000
7641,اشرفی اصفهانی باغ فیض خ باهنر,106,1,2,13,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",گرانيت,80000000,8480000000
7642,گلبرگ غربی خ ابراهیم نژاد خ دارانی,57,1,1,20,1,1,0,0,4,شخصي,"کولر,گاز",سنگ,54385000,3100000000
7643,مطهری خ سلیمان خاطر,193,3,3,30,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,55000000,10615000000
7644,جنت آباد ایران پارس خ جوانمرد,112,0,2,10,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,60000000,6720000000
7645,هنگام شمیران نو نرسیده به میدان پاكدامن خ غفاری جنوبی,85,4,2,12,0,1,0,1,5,قولنامه اي,"کولر,گاز",سنگ,17640000,1500000000
7646,قلهك یخچال,66,1,1,20,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سيمان,81820000,5400000000
7647,دولت نرسیده به بلوار كاوه,86,1,2,19,0,1,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,95350000,8200000000
7648,دروس  بالاترازخ جواهریان,185,5,3,11,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,118920000,22000000000
7649,خواجه نظام سرباز,63,-1,1,24,0,0,0,0,3,شخصي,"کولر,گاز",سنگ,34920000,2200000000
7650,بلوار فردوس غرب خ پروانه,83,4,2,24,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",آجر,63855000,5300000000
7651,بلوار فردوس غرب خ لاله,70,3,2,16,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,70000000,4900000000
7652,میدان هروی خ سالمندان,128,3,3,16,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,95000000,12160000000
7653,بلوار فردوس غرب سازمان برنامه جنوبی,55,1,2,23,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,90000000,4950000000
7654,ستارخان خ نیایش,82,2,2,30,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,60975000,5000000000
7655,كارون ك عطایی,53,3,1,18,0,1,0,1,4,شخصي,"کولر,گاز",سنگ,45000000,2385000000
7656,جیحون خ مرتضوی خ كیوان,52,3,1,20,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",آجر,38460000,2000000000
7657,خواجه نصیر سرباز,61,2,1,9,0,1,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,50819000,3100000000
7658,دریان نو نرسیده به خ یازدهم,55,-1,1,30,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,56363000,3100000000
7659,تهرانپارس نرسیده به فلكه دوم خ 166,108,4,2,30,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,50920000,5500000000
7660,تهرانپارس خ بهار,55,2,1,20,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,76360000,4200000000
7661,جشنواره خ سیدالشهدا خ اشرفی گودرزی,53,3,1,22,0,1,0,1,4,شخصي,"کولر,گاز",سنگ,54710000,2900000000
7662,شمس آباد خ هدایتی,175,1,3,16,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,52571000,9200000000
7663,تهرانپارس بلوار پروین خ 184,63,2,1,20,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,47610000,3000000000
7664,شهرك غرب توحید,140,1,3,15,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,110714000,15500000000
7665,تهرانپارس خ 222شرقی,70,1,2,19,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,71420000,5000000000
7666,جمالزاده جنوبی ك كامیاب,61,4,1,13,1,1,0,1,4,شخصي,"کولر,گاز",گرانيت,54000000,3294000000
7667,سعادت آباد خ یكم,107,4,2,10,1,1,1,0,5,شخصي,"کولر,آسانسور,گاز",سنگ,163551000,17500000000
7668,دارآباد خ پورابتهاج انتهای سبكرو,56,4,1,0,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,110714000,6200000000
7669,تهران پارس 202شرقی,105,5,2,0,1,1,1,0,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,80000000,8400000000
7670,ملاصدرا نرسیده به خ شیراز جنوبی,166,3,3,17,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,75301000,12500000000
7671,ملاصدرا شیراز جنوبی,115,2,2,5,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,88000000,10120000000
7672,بزرگراه ارتش شهرك لاله,75,1,2,10,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,100000000,7500000000
7673,دروس بلوارشهرزاد,118,1,2,26,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,81355000,9600000000
7674,جمالزاده شمالی بالاتراز بلوار كشاورز,91,1,2,7,0,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,65000000,5915000000
7675,قنات كوثر كوچه چهارم,95,3,2,20,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,39470000,3750000000
7676,میدان رسالت ابتدای مدنی شمالی,65,4,2,21,0,1,0,1,4,شخصي,"کولر,گاز",سنگ,43070000,2800000000
7677,جنت آباد كوروش شرقی,67,1,2,24,0,1,0,1,4,شخصي,"شوفاژ,کولر",سنگ,70149000,4700000000
7678,اشرفی اصفهانی خ قموشی,127,1,2,0,1,1,1,1,5,دردست اقدام,"آسانسور,پکیج",ترکیبی,114173000,14500000000
7679,شهرك راه آهن زیبادشت خ گلبانگ,120,4,2,17,1,1,1,1,8,شخصي,"شوفاژ,کولر,آسانسور",سنگ,56666000,6800000000
7680,جنت آباد چهارباغ شرقی,122,3,3,20,1,1,0,1,4,شخصي,"شوفاژ,کولر",سنگ,55000000,6710000000
7681,شهران خ دوم,180,1,3,15,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور",سنگ,83333000,15000000000
7682,فرجام خ اردیبهشت,88,1,2,3,0,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,67040000,5900000000
7683,شهران بالاتر از فلكه دوم,117,5,2,7,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج",شيشه,80000000,9360000000
7684,زعفرانیه خ شارستان,182,5,3,7,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,160000000,29120000000
7685,جنت آباد مركزی 35 متری گلستان 16متری دوم شمالی,125,2,2,3,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,100000000,12500000000
7686,تهران پارس خ استخر,57,3,1,12,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,64030000,3650000000
7687,جشنواره خ احسان,106,3,2,30,1,1,0,1,3,تعاوني,"کولر,گاز",سنگ,33010000,3500000000
7688,پیروزی خ محوی,61,4,1,2,0,1,1,1,5,شخصي,"کولر,آسانسور,پکیج",سنگ,46229000,2820000000
7689,هفده شهریور شمالی نرسیده به میدان شهدا,64,4,1,25,0,1,0,1,4,شخصي,"کولر,گاز",سنگ,34375000,2200000000
7690,اشرفی اصفهانی خ سیمون بولیوار خ البرز,68,2,2,12,1,0,0,1,4,شخصي,"کولر,پکیج,گاز",سنگ,73529000,5000000000
7691,شهران خ لاله,145,3,3,5,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,80551000,11680000000
7692,پیروزی خ نبردشمالی خ نجارمحمودی,43,1,1,7,1,0,0,0,3,شخصي,"شوفاژ,کولر,پکیج,گاز",سنگ,62790000,2700000000
7693,پیروزی خ پیچك خ نوروزی,56,2,1,19,0,0,0,1,4,شخصي,"کولر,گاز",سنگ,40178000,2250000000
7694,انتهای همت شهرك خرازی,116,15,2,0,1,1,1,1,20,شخصي,آسانسور,سنگ,50862000,5900000000
7695,تهران پارس فلكه 3 خ طاهری,67,3,1,19,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,62680000,4200000000
7696,اختیاریه شمالی نرسیده به خ جهانی نیا,180,3,3,12,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,110000000,19800000000
7697,بلوارمرزداران خ گلدیس,183,1,3,6,1,1,1,1,5,شخصي,"آسانسور,پکیج",سنگ,125683000,23000000000
7698,خ دماوند خ اشراقی خ غفاری,66,3,1,16,0,1,0,1,4,شخصي,"کولر,گاز",سنگ,45454000,3000000000
7699,ظفر زرگنده خ دانشگر خ حیدری,88,3,2,0,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,110000000,9680000000
7700,گیشا بالاتراز خ سبحانی,81,4,2,20,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,88888000,7200000000
7701,جشنواره خ درختی شهرك فیلیپس,90,1,2,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,63330000,5700000000
7702,هروی ساقدوش ك پیری,58,3,1,18,0,1,0,1,4,شخصي,"شوفاژ,کولر",آجر سه سانت,70000000,4060000000
7703,میدان امام حسین خ منتظری,80,4,2,13,1,1,0,1,4,شخصي,"کولر,پکیج",سنگ,37000000,2960000000
7704,شیخ بهایی خ ایران شناسی,237,1,4,2,1,1,1,1,5,شخصي,"آسانسور,پکیج",ترکیبی,92827000,22000000000
7705,جمالزاده شمالی نرسیده به ك عباسی,181,3,3,30,0,0,0,1,3,شخصي,"شوفاژ,کولر,گاز",سنگ,48618000,8800000000
7706,جمالزاده جنوبی خ دیلمان پلاك 33,60,0,2,20,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,50000000,3000000000
7707,اتوبان بابایی شهرك بهشتی سروستان,106,0,2,30,1,1,1,1,9,تعاوني,"شوفاژ,کولر,آسانسور,گاز",آجر,55470000,5880000000
7708,ولنجك خ ساسان,242,4,3,13,1,1,0,1,5,شخصي,"استخر,سونا,جکوزی",سنگ,155000000,37510000000
7709,تهران پارس خ 182 شرقی,73,3,2,6,0,1,0,0,5,قولنامه اي,"کولر,گاز",سنگ,29450000,2150000000
7710,اتوبان بابایی شهرك بهشتی,95,18,2,0,1,1,1,1,19,تعاوني,"شوفاژ,کولر,آسانسور,گاز",سيمان,63150000,6000000000
7711,نیرو هوایی خ پنجم,96,2,2,19,0,1,0,1,4,شخصي,"کولر,پکیج",سنگ,52083000,5000000000
7712,شریعتی روبروی میرداماد,188,3,4,18,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,جکوزی,گاز",سنگ,86000000,16168000000
7713,تهرانپارس شرقی بلوار پروین خ 139,62,1,1,6,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,حیاط خلوت,پکیج,گاز",تراورتن,55000000,3410000000
7714,میرداماد شمال خ كازرون,65,3,1,30,1,1,0,0,3,شخصي,"شوفاژ,کولر,گاز",سنگ,103076000,6700000000
7715,بلوار مرزداران خ البرز,94,4,2,0,1,1,1,0,7,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,105000000,9870000000
7716,عباس آباد نرسیده به میرعماد,162,3,3,30,1,1,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,65000000,10530000000
7717,آزادی نرسیده به میدان,110,5,2,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,75000000,8250000000
7718,نارمك خ مدائن,127,4,2,17,0,1,0,1,4,شخصي,"شوفاژ,کولر",سنگ,48818000,6200000000
7719,پونك چهاردیواری خ كوهسار,133,2,3,15,1,0,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,65000000,8645000000
7720,نیرو هوایی نرسیده به خ خشی,96,1,2,29,0,1,0,0,3,شخصي,"کولر,پکیج",کامپوزيت,50000000,4800000000
7721,میدان امام حسین خ صفا غربی خ طوفانی,60,3,1,5,1,1,1,0,4,شخصي,"کولر,آسانسور,گاز",سنگ,42500000,2550000000
7722,تهران نو خ بلال حبشی,120,1,2,5,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,68000000,8160000000
7723,تهران نو خ بلال حبشی,220,5,4,5,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,65000000,14300000000
7724,تهران نو خ بلال حبشی,96,4,2,5,0,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,68000000,6528000000
7725,بلوار كشاورز خ شوریده,90,1,2,26,1,0,1,0,5,شخصي,"کولر,آسانسور,گاز",آجر,55555000,5000000000
7726,زعفرانیه خ افراز,165,2,3,20,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور",آجر سه سانت,150000000,24750000000
7727,شهران فلكه دوم,68,5,1,3,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,100000000,6800000000
7728,تهران پارس خ 216,75,3,2,5,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,53330000,4000000000
7729,اوین دركه خ میراسماعیلی,82,1,2,14,0,0,0,1,5,شخصي,"شوفاژ,کولر,گاز",سنگ,56097000,4600000000
7730,مینی سیتی شهرك محلاتی بلوار بسیج غرب,98,2,2,18,0,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور",آجر سه سانت,163265000,16000000000
7731,اشرفی اصفهانی شهرك نفت,132,2,3,15,1,1,1,1,4,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,94690000,12500000000
7732,طرشت خ حبیب زادگان,150,1,3,1,1,1,1,1,6,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,65000000,9750000000
7733,صادقیه فلكه دوم,110,4,2,0,1,1,1,1,6,شخصي,"کولر,آسانسور,چیلر,گاز",سنگ,85000000,9350000000
7734,بلوار كشاورز خ برادران مظفر,125,3,3,15,1,1,0,1,3,شخصي,"شوفاژ,کولر,گاز",ترکیبی,50000000,6250000000
7735,ونك ده ونك,110,2,2,30,0,1,0,1,3,قولنامه اي,"کولر,گاز",سيمان,45454000,5000000000
7736,نیاوران خ خداوردی,115,2,2,4,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,100000000,11500000000
7737,تهرانپارس خ استخر كوچه ارغوان,60,5,1,6,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,64160000,3850000000
7738,هروی حسین آباد انتهای خ وفامنش,55,2,1,11,0,1,1,1,4,شخصي,"کولر,آسانسور,پاسیو,گاز",سنگ,89090000,4900000000
7739,دروس بلوار شهرزاد خ نظامی,323,3,4,2,1,1,1,1,6,شخصي,"کولر,آسانسور,چیلر,گاز",سنگ,160000000,51680000000
7740,نیرو هوایی خ پنجم,102,5,2,12,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,50980000,5200000000
7741,شهرك غرب خ دادمان,124,1,3,0,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,140000000,17360000000
7742,سعادت آباد بلوار فرحزادی,164,4,3,14,1,1,1,1,10,تعاوني,"کولر,آسانسور,پکیج,گاز",سنگ,80000000,13120000000
7743,محمودیه خ اردیبهشت,150,4,3,2,1,1,1,1,13,شخصي,"کولر,آسانسور,استخر,چیلر,سونا,جکوزی,گاز",ترکیبی,195000000,29250000000
7744,شهرك اكباتان خ ریاحی ساختمان افرا واحد 246,68,2,1,4,1,1,1,1,13,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,58820000,4000000000
7745,نیاوران كاشانك خ خداوردی,230,2,4,30,1,1,0,1,4,شخصي,"کولر,پکیج,گاز",سنگ,200000000,46000000000
7746,وحیدیه نرسیده به خ مبین علی,40,3,1,20,0,0,0,1,3,شخصي,"کولر,گاز",سنگ,41250000,1650000000
7747,پونك بلوار همیلا,146,3,3,8,1,1,1,1,5,شخصي,"کولر,آسانسور,چیلر,گاز",تراورتن,85000000,12410000000
7748,خواجه عبداله نرسیده به خ شمیرانی فر,92,1,2,20,1,1,0,1,4,شخصي,,سنگ,70652000,6500000000
7749,ولیعصر بالاتر منیریه كوچه درویشی,80,4,2,25,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,43750000,3500000000
7750,طرشت شمالی خ باغ كاج,102,3,2,0,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,68000000,6936000000
7751,پیروزی میدان بروجردی,140,5,3,0,1,1,1,1,6,شخصي,آسانسور,سنگ,43000000,6020000000
7752,تهرانپارس خ 184,99,4,2,20,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,65150000,6450000000
7753,اتوبان بابایی شهرك شهپریان,90,4,2,3,1,1,1,1,10,تعاوني,"شوفاژ,کولر,آسانسور,گاز",سنگ,66110000,5950000000
7754,تهرانپارس فلكه سوم خ ضرغامی,102,5,2,0,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,72000000,7344000000
7755,ولنجك انتهای خ دهم,148,1,3,26,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",آجر,121630000,18000000000
7756,ولنجك بالاتر از خ 26,195,3,3,0,1,1,1,1,6,شخصي,"کولر,آسانسور,گاز",سنگ,170000000,33150000000
7757,سعادت آباد خ بهزاد شمالی,162,4,3,21,1,1,1,1,8,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,138888000,22500000000
7758,تهرانپارس بلوار پروین خ 192,108,3,2,10,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,64810000,7000000000
7759,تهرانپارس خ استخر,120,4,2,2,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,58330000,7000000000
7760,آیت الله كاشانی خ گلهای,98,0,2,16,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,76530000,7500000000
7761,دروازه شمیران خ زرین خامه خ سادات,96,1,2,17,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,58333000,5600000000
7762,فرحزاد خ ایثارگران شمالی,115,2,2,2,1,1,1,1,6,تعاوني,"کولر,آسانسور,پکیج,گاز",رومي,73913000,8500000000
7763,تهرانپارس فلكه 4,59,4,1,19,1,0,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,57620000,3400000000
7764,اوین دركه میراسماعیلی,57,2,2,30,0,0,0,0,2,شخصي,"کولر,گاز",سنگ,63157000,3600000000
